i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,5,false,0,
9,3,false,0,
1,6,false,0,
2,6,false,0,
3,8,false,0,
4,8,false,0,
5,9,false,0,
6,10,false,0,
7,11,false,0,
8,10,false,0,
10,9,false,0,
11,9,false,0,
12,10,false,0,
13,9,false,0,
14,9,false,0,
15,9,false,0,
16,9,false,0,
17,9,false,0,
18,9,false,0,
19,9,false,0,
20,9,false,0,
21,10,false,0,
22,10,false,0,
23,9,false,0,
24,10,false,0,
25,9,false,0,
26,9,false,0,
27,9,false,0,
28,9,false,0,
29,9,false,0,
30,9,false,0,
39,4,false,0,
31,12,false,0,
32,12,false,0,
33,12,false,0,
34,12,false,0,
35,12,false,0,
36,14,false,0,
37,14,false,0,
38,14,false,0,
40,12,false,0,
41,14,false,0,
43,14,false,0,
42,16,false,0,
44,15,false,0,
45,14,false,0,
46,13,false,0,
47,13,false,0,
48,24,false,0,
49,23,false,0,
50,22,false,0,
51,19,false,0,
52,19,false,0,
53,20,false,0,
54,19,false,0,
55,19,false,0,
56,20,false,0,
57,11,false,0,
58,9,false,0,
59,9,false,0,
60,9,false,0,
61,9,false,0,
62,9,false,0,
63,9,false,0,
64,9,false,0,
65,8,false,0,
66,9,false,0,
67,8,false,0,
68,8,false,0,
69,8,false,0,
70,8,false,0,
71,8,false,0,
72,9,false,0,
73,10,false,0,
74,9,false,0,
75,10,false,0,
76,8,false,0,
77,8,false,0,
78,10,false,0,
79,10,false,0,
80,10,false,0,
81,10,false,0,
82,9,false,0,
83,8,false,0,
84,9,false,0,
85,9,false,0,
86,10,false,0,
87,10,false,0,
88,9,false,0,
89,9,false,0,
90,9,false,0,
91,10,false,0,
92,10,false,0,
93,10,false,0,
94,10,false,0,
95,10,false,0,
96,10,false,0,
97,11,false,0,
98,10,false,0,
99,11,false,0,
100,10,false,0,
101,10,false,0,
102,10,false,0,
103,10,false,0,
104,10,false,0,
105,10,false,0,
106,9,false,0,
107,8,false,0,
108,10,false,0,
109,10,false,0,
110,10,false,0,
111,11,false,0,
112,12,false,0,
113,12,false,0,
114,11,false,0,
115,11,false,0,
116,11,false,0,
117,11,false,0,
118,10,false,0,
119,9,false,0,
120,10,false,0,
121,8,false,0,
122,9,false,0,
131,4,false,0,
123,10,false,0,
124,11,false,0,
125,11,false,0,
126,10,false,0,
127,11,false,0,
128,11,false,0,
129,11,false,0,
130,12,false,0,
132,119,false,47,
133,120,false,47,
134,120,false,47,
135,119,false,47,
136,118,false,47,
137,119,false,47,
138,119,false,47,
139,119,false,47,
140,119,false,47,
141,119,false,47,
142,9,false,47,
143,10,false,47,
144,10,false,47,
145,10,false,47,
146,10,false,47,
147,10,false,47,
148,11,false,47,
149,11,false,47,
150,11,false,47,
151,11,false,47,
152,10,false,47,
153,10,false,47,
154,10,false,47,
155,10,false,47,
156,11,false,47,
157,12,false,47,
158,11,false,47,
159,10,false,47,
160,10,false,47,
161,11,false,47,
162,11,false,47,
163,11,false,47,
164,11,false,47,
165,10,false,47,
166,9,false,47,
167,11,false,47,
168,10,false,47,
169,10,false,47,
170,11,false,47,
171,11,false,47,
172,182,false,47,
173,182,false,47,
174,182,false,47,
175,181,false,47,
176,282,false,47,
177,281,false,47,
178,281,false,47,
179,280,false,47,
180,281,false,47,
181,282,false,47,
182,110,false,47,
183,111,false,47,
184,111,false,47,
185,112,false,47,
186,10,false,47,
187,11,false,47,
188,14,false,47,
189,15,false,47,
190,13,false,47,
191,13,false,47,
192,12,false,47,
193,11,false,47,
194,11,false,47,
195,11,false,47,
196,11,false,47,
197,10,false,47,
198,9,false,47,
199,8,false,47,
200,8,false,47,
201,8,false,47,
202,9,false,47,
203,9,false,47,
204,9,false,47,
205,9,false,47,
206,8,false,47,
207,10,false,47,
208,8,false,47,
209,9,false,47,
210,8,false,47,
211,8,false,47,
212,9,false,47,
213,9,false,47,
214,10,false,47,
215,10,false,47,
216,9,false,47,
217,10,false,47,
218,11,false,47,
219,10,false,47,
220,10,false,47,
221,11,false,47,
222,10,false,47,
223,10,false,47,
224,10,false,47,
225,110,false,47,
226,109,false,47,
227,109,false,47,
228,109,false,47,
229,109,false,47,
230,109,false,47,
231,109,false,47,
232,109,false,47,
233,109,false,47,
234,108,false,47,
235,8,false,47,
236,8,false,47,
237,9,false,47,
238,8,false,47,
239,8,false,47,
240,8,false,47,
241,8,false,47,
242,9,false,47,
243,9,false,47,
244,8,false,47,
245,9,false,47,
246,8,false,47,
247,9,false,47,
248,8,false,47,
249,8,false,47,
250,8,false,47,
251,8,false,47,
252,8,false,47,
253,8,false,47,
254,7,false,47,
255,8,false,47,
256,9,false,47,
257,9,false,47,
258,9,false,47,
259,9,false,47,
260,9,false,47,
261,9,false,47,
262,10,false,47,
263,10,false,47,
264,9,false,47,
265,10,false,47,
266,9,false,47,
267,9,false,47,
268,9,false,47,
269,9,false,47,
270,9,false,47,
271,8,false,47,
272,9,false,47,
273,9,false,47,
274,9,false,47,
275,10,false,47,
276,10,false,47,
277,10,false,47,
278,9,false,47,
279,9,false,47,
280,9,false,47,
281,10,false,47,
282,116,false,47,
283,116,false,47,
284,116,false,47,
285,116,false,47,
286,116,false,47,
287,116,false,47,
288,117,false,47,
289,116,false,47,
290,117,false,47,
291,116,false,47,
292,8,false,47,
299,3,false,47,
293,8,false,47,
294,8,false,47,
295,8,false,47,
296,7,false,47,
297,5,false,47,
298,6,false,47,
