i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,2,false,0,
1,2,false,0,
2,2,false,0,
3,2,false,0,
4,2,false,0,
5,2,false,0,
6,2,false,0,
7,2,false,0,
8,2,false,0,
9,3,false,0,
10,2,false,0,
11,3,false,0,
12,2,false,0,
13,2,false,0,
14,2,false,0,
15,2,false,0,
16,2,false,0,
17,2,false,0,
18,3,false,0,
19,3,false,0,
20,3,false,0,
21,2,false,0,
22,3,false,0,
23,2,false,0,
24,2,false,0,
25,2,false,0,
26,2,false,0,
27,3,false,0,
28,3,false,0,
29,3,false,0,
31,2,false,0,
30,4,false,0,
32,4,false,0,
33,3,false,0,
34,3,false,0,
35,3,false,0,
36,2,false,0,
37,2,false,0,
38,2,false,0,
39,2,false,0,
41,2,false,0,
40,3,false,0,
42,2,false,0,
43,2,false,0,
44,2,false,0,
45,2,false,0,
46,3,false,0,
47,3,false,0,
48,2,false,0,
49,2,false,0,
50,14,false,0,
51,3,false,0,
52,2,false,0,
53,2,false,0,
54,3,false,0,
55,2,false,0,
56,2,false,0,
57,2,false,0,
59,2,false,0,
58,4,false,0,
61,2,false,0,
60,4,false,0,
62,2,false,0,
63,3,false,0,
64,2,false,0,
65,3,false,0,
66,2,false,0,
67,2,false,0,
68,2,false,0,
69,2,false,0,
70,3,false,0,
71,2,false,0,
72,2,false,0,
73,3,false,0,
74,2,false,0,
75,2,false,0,
76,2,false,0,
77,2,false,0,
78,2,false,0,
79,2,false,0,
80,2,false,0,
81,2,false,0,
82,3,false,0,
83,2,false,0,
84,2,false,0,
85,3,false,0,
86,2,false,0,
87,3,false,0,
88,2,false,0,
89,2,false,0,
90,2,false,0,
91,2,false,0,
92,2,false,0,
93,2,false,0,
94,2,false,0,
95,2,false,0,
96,2,false,0,
97,2,false,0,
98,3,false,0,
99,3,false,0,
100,3,false,0,
101,3,false,0,
102,2,false,0,
103,2,false,0,
104,2,false,0,
105,104,false,47,
106,104,false,47,
107,2,false,47,
108,2,false,47,
109,2,false,47,
110,2,false,47,
112,1,false,47,
111,4,false,47,
113,2,false,47,
114,2,false,47,
115,2,false,47,
116,2,false,47,
117,2,false,47,
118,2,false,47,
119,2,false,47,
120,2,false,47,
121,2,false,47,
122,2,false,47,
123,2,false,47,
124,2,false,47,
125,2,false,47,
126,2,false,47,
127,2,false,47,
128,2,false,47,
129,2,false,47,
130,2,false,47,
131,2,false,47,
132,2,false,47,
133,2,false,47,
134,2,false,47,
135,2,false,47,
136,3,false,47,
137,2,false,47,
138,3,false,47,
139,3,false,47,
140,2,false,47,
141,2,false,47,
142,2,false,47,
143,2,false,47,
144,2,false,47,
145,104,false,47,
146,104,false,47,
147,2,false,47,
148,2,false,47,
149,1,false,47,
150,2,false,47,
151,2,false,47,
152,2,false,47,
153,2,false,47,
154,2,false,47,
155,2,false,47,
156,2,false,47,
157,2,false,47,
158,2,false,47,
159,3,false,47,
160,3,false,47,
161,2,false,47,
162,2,false,47,
163,2,false,47,
164,3,false,47,
165,3,false,47,
166,2,false,47,
167,2,false,47,
168,2,false,47,
169,2,false,47,
170,2,false,47,
171,3,false,47,
172,3,false,47,
173,2,false,47,
174,2,false,47,
175,2,false,47,
176,3,false,47,
177,2,false,47,
178,2,false,47,
179,2,false,47,
180,2,false,47,
181,2,false,47,
182,2,false,47,
183,2,false,47,
184,2,false,47,
185,101,false,47,
186,102,false,47,
187,2,false,47,
188,1,false,47,
189,2,false,47,
190,2,false,47,
191,3,false,47,
192,3,false,47,
193,3,false,47,
194,3,false,47,
195,2,false,47,
196,2,false,47,
197,2,false,47,
198,2,false,47,
199,3,false,47,
200,2,false,47,
201,2,false,47,
202,1,false,47,
203,2,false,47,
204,2,false,47,
206,2,false,47,
205,3,false,47,
207,2,false,47,
208,2,false,47,
209,2,false,47,
210,2,false,47,
211,2,false,47,
212,3,false,47,
213,2,false,47,
214,2,false,47,
215,2,false,47,
216,2,false,47,
217,2,false,47,
218,3,false,47,
219,3,false,47,
220,3,false,47,
221,3,false,47,
222,2,false,47,
223,2,false,47,
224,107,false,47,
225,106,false,47,
226,2,false,47,
227,2,false,47,
228,3,false,47,
229,2,false,47,
230,2,false,47,
231,2,false,47,
232,2,false,47,
233,2,false,47,
234,2,false,47,
235,3,false,47,
236,2,false,47,
237,2,false,47,
238,2,false,47,
239,2,false,47,
240,3,false,47,
241,3,false,47,
242,3,false,47,
243,2,false,47,
244,2,false,47,
245,2,false,47,
246,3,false,47,
247,2,false,47,
248,2,false,47,
249,1,false,47,
250,2,false,47,
251,2,false,47,
252,1,false,47,
253,2,false,47,
254,2,false,47,
255,2,false,47,
256,2,false,47,
257,2,false,47,
258,2,false,47,
259,3,false,47,
260,107,false,47,
261,107,false,47,
262,2,false,47,
264,2,false,47,
263,4,false,47,
265,3,false,47,
266,2,false,47,
267,2,false,47,
268,2,false,47,
269,2,false,47,
270,2,false,47,
271,2,false,47,
272,2,false,47,
273,1,false,47,
274,2,false,47,
275,2,false,47,
276,2,false,47,
277,2,false,47,
278,2,false,47,
279,2,false,47,
280,2,false,47,
281,2,false,47,
282,2,false,47,
283,2,false,47,
284,2,false,47,
285,1,false,47,
286,2,false,47,
287,2,false,47,
288,2,false,47,
289,2,false,47,
290,2,false,47,
291,3,false,47,
292,3,false,47,
293,2,false,47,
294,2,false,47,
295,2,false,47,
296,2,false,47,
297,2,false,47,
298,103,false,47,
299,104,false,47,
