i,latency_ms,valid,bridge_ram_mb,system_ram_mb
1,58,true,0,
2,60,true,0,
3,62,true,0,
0,68,true,0,
4,67,true,0,
5,69,true,0,
7,70,true,0,
6,77,true,0,
8,80,true,0,
9,80,true,0,
11,81,true,0,
12,84,true,0,
10,87,true,0,
14,88,true,0,
13,92,true,0,
15,92,true,0,
16,99,true,0,
17,117,true,0,
19,119,true,0,
18,121,true,0,
20,121,true,0,
22,123,true,0,
21,125,true,0,
23,126,true,0,
24,128,true,0,
25,128,true,0,
27,130,true,0,
26,131,true,0,
29,132,true,0,
28,134,true,0,
30,134,true,0,
32,136,true,0,
31,137,true,0,
33,138,true,0,
34,140,true,0,
35,141,true,0,
36,143,true,0,
37,144,true,0,
39,145,true,0,
38,146,true,0,
40,459,true,61,
41,457,true,61,
42,455,true,61,
43,455,true,61,
44,453,true,61,
45,452,true,61,
46,452,true,61,
47,448,true,61,
48,446,true,61,
49,447,true,61,
50,447,true,61,
51,447,true,61,
52,444,true,61,
53,444,true,61,
54,443,true,61,
55,442,true,61,
56,584,true,62,
57,566,true,62,
58,565,true,62,
59,570,true,62,
60,569,true,62,
61,568,true,62,
62,567,true,62,
63,567,true,62,
64,566,true,62,
65,566,true,62,
66,565,true,62,
67,565,true,62,
68,564,true,62,
69,564,true,62,
70,563,true,62,
71,563,true,62,
72,562,true,62,
73,561,true,62,
74,561,true,62,
75,560,true,62,
76,558,true,62,
77,558,true,62,
78,558,true,62,
79,557,true,62,
80,339,true,62,
81,339,true,62,
82,339,true,62,
83,339,true,62,
84,339,true,62,
85,338,true,62,
86,340,true,62,
87,339,true,62,
88,339,true,62,
89,337,true,62,
90,337,true,62,
91,336,true,62,
92,336,true,62,
93,483,true,64,
94,482,true,64,
95,482,true,64,
96,337,true,64,
97,337,true,64,
98,338,true,64,
99,333,true,64,
100,333,true,64,
101,333,true,64,
102,332,true,64,
103,332,true,64,
104,332,true,64,
105,332,true,64,
106,332,true,64,
107,332,true,64,
108,332,true,64,
109,331,true,64,
110,331,true,64,
111,332,true,64,
112,332,true,64,
113,332,true,64,
114,332,true,64,
115,331,true,64,
116,331,true,64,
117,331,true,64,
118,331,true,64,
119,331,true,64,
120,321,true,64,
121,321,true,64,
122,321,true,64,
123,321,true,64,
124,321,true,64,
125,321,true,64,
126,318,true,64,
127,320,true,64,
128,320,true,64,
129,320,true,64,
130,319,true,64,
131,319,true,64,
132,319,true,64,
133,173,true,64,
134,174,true,64,
135,174,true,64,
136,172,true,64,
137,172,true,64,
138,171,true,64,
139,171,true,64,
140,174,true,64,
141,174,true,64,
142,174,true,64,
143,174,true,64,
144,175,true,64,
145,175,true,64,
146,176,true,64,
147,175,true,64,
148,175,true,64,
149,175,true,64,
150,175,true,64,
151,176,true,64,
152,176,true,64,
153,175,true,64,
154,305,true,64,
155,304,true,64,
156,304,true,64,
157,305,true,64,
158,305,true,64,
159,305,true,64,
160,180,true,64,
161,181,true,64,
162,181,true,64,
163,181,true,64,
164,181,true,64,
165,179,true,64,
166,184,true,64,
167,183,true,64,
168,184,true,64,
169,184,true,64,
170,184,true,64,
171,184,true,64,
172,184,true,64,
173,184,true,64,
174,184,true,64,
175,184,true,64,
176,185,true,64,
177,185,true,64,
178,186,true,64,
179,317,true,65,
180,313,true,65,
181,313,true,65,
182,318,true,65,
183,318,true,65,
184,318,true,65,
185,318,true,65,
186,318,true,65,
187,318,true,65,
188,318,true,65,
189,319,true,65,
190,319,true,65,
191,319,true,65,
192,318,true,65,
193,318,true,65,
194,189,true,65,
195,189,true,65,
196,188,true,65,
197,189,true,65,
198,189,true,65,
199,312,true,65,
200,305,true,65,
201,305,true,65,
202,305,true,65,
203,305,true,65,
204,305,true,65,
205,305,true,65,
206,309,true,65,
207,309,true,65,
208,309,true,65,
209,309,true,65,
210,309,true,65,
211,309,true,65,
212,309,true,65,
213,310,true,65,
214,438,true,66,
215,438,true,66,
216,438,true,66,
217,438,true,66,
218,436,true,66,
219,304,true,66,
220,304,true,66,
221,307,true,66,
222,304,true,66,
223,304,true,66,
224,304,true,66,
225,304,true,66,
226,303,true,66,
227,303,true,66,
228,303,true,66,
229,303,true,66,
230,302,true,66,
231,302,true,66,
232,302,true,66,
233,303,true,66,
234,302,true,66,
235,302,true,66,
236,302,true,66,
237,303,true,66,
238,302,true,66,
239,178,true,66,
240,178,true,66,
241,179,true,66,
242,179,true,66,
243,178,true,66,
244,177,true,66,
245,177,true,66,
246,293,true,67,
247,293,true,67,
248,292,true,67,
249,292,true,67,
250,292,true,67,
251,292,true,67,
252,294,true,67,
253,292,true,67,
254,167,true,67,
255,167,true,67,
256,167,true,67,
257,167,true,67,
258,167,true,67,
259,167,true,67,
260,168,true,67,
261,164,true,67,
262,164,true,67,
263,164,true,67,
264,163,true,67,
265,163,true,67,
266,165,true,67,
267,165,true,67,
268,166,true,67,
269,165,true,67,
270,165,true,67,
271,166,true,67,
272,165,true,67,
273,165,true,67,
274,164,true,67,
275,165,true,67,
276,165,true,67,
277,164,true,67,
278,164,true,67,
279,280,true,67,
280,279,true,67,
281,279,true,67,
282,278,true,67,
283,278,true,67,
284,277,true,67,
285,277,true,67,
286,153,true,67,
287,152,true,67,
288,152,true,67,
289,151,true,67,
290,151,true,67,
291,150,true,67,
292,148,true,67,
293,148,true,67,
294,146,true,67,
295,146,true,67,
296,144,true,67,
297,145,true,67,
298,144,true,67,
299,144,true,67,
