i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,2,false,0,
1,2,false,0,
2,2,false,0,
3,2,false,0,
4,3,false,0,
5,3,false,0,
6,2,false,0,
7,2,false,0,
8,2,false,0,
9,2,false,0,
10,2,false,0,
11,2,false,0,
12,3,false,0,
13,3,false,0,
14,2,false,0,
15,2,false,0,
17,1,false,0,
16,3,false,0,
18,2,false,0,
19,2,false,0,
20,3,false,0,
21,3,false,0,
22,2,false,0,
23,2,false,0,
24,2,false,0,
25,2,false,0,
26,2,false,0,
27,3,false,0,
28,3,false,0,
29,3,false,0,
30,3,false,0,
31,3,false,0,
32,3,false,0,
33,3,false,0,
34,3,false,0,
35,3,false,0,
36,3,false,0,
37,2,false,0,
38,2,false,0,
39,2,false,0,
40,4,false,0,
41,3,false,0,
42,3,false,0,
43,3,false,0,
44,2,false,0,
45,2,false,0,
46,2,false,0,
47,2,false,0,
49,2,false,0,
48,3,false,0,
51,2,false,0,
50,4,false,0,
52,3,false,0,
53,2,false,0,
54,2,false,0,
55,2,false,0,
56,2,false,0,
57,2,false,0,
58,2,false,0,
59,2,false,0,
60,2,false,0,
61,2,false,0,
62,3,false,0,
63,3,false,0,
64,3,false,0,
65,3,false,0,
66,3,false,0,
67,2,false,0,
68,2,false,0,
69,2,false,0,
71,1,false,0,
70,3,false,0,
72,2,false,0,
73,2,false,0,
74,2,false,0,
75,2,false,0,
76,3,false,0,
77,3,false,0,
78,3,false,0,
79,2,false,0,
80,2,false,0,
81,2,false,0,
82,3,false,0,
83,2,false,0,
84,2,false,0,
85,2,false,0,
86,2,false,0,
87,2,false,0,
88,2,false,0,
89,2,false,0,
90,3,false,0,
91,3,false,0,
92,2,false,0,
93,2,false,0,
94,2,false,0,
95,2,false,0,
96,2,false,0,
97,2,false,0,
98,2,false,0,
99,3,false,0,
100,2,false,0,
101,2,false,0,
102,2,false,0,
103,2,false,0,
104,2,false,0,
105,2,false,0,
106,3,false,0,
107,3,false,0,
108,3,false,0,
109,3,false,0,
110,108,false,48,
111,108,false,48,
112,2,false,48,
113,2,false,48,
114,2,false,48,
115,2,false,48,
116,2,false,48,
117,2,false,48,
118,2,false,48,
119,2,false,48,
120,2,false,48,
121,2,false,48,
122,2,false,48,
123,3,false,48,
124,3,false,48,
125,3,false,48,
126,2,false,48,
127,2,false,48,
128,3,false,48,
129,2,false,48,
130,2,false,48,
131,2,false,48,
132,2,false,48,
133,3,false,48,
134,2,false,48,
135,2,false,48,
136,2,false,48,
137,3,false,48,
138,3,false,48,
139,2,false,48,
140,3,false,48,
141,2,false,48,
142,2,false,48,
143,2,false,48,
144,2,false,48,
145,110,false,48,
146,110,false,48,
147,2,false,48,
148,2,false,48,
149,2,false,48,
150,3,false,48,
151,3,false,48,
152,3,false,48,
153,3,false,48,
154,2,false,48,
155,2,false,48,
156,3,false,48,
157,3,false,48,
158,2,false,48,
159,2,false,48,
160,2,false,48,
161,2,false,48,
162,2,false,48,
163,2,false,48,
164,2,false,48,
165,3,false,48,
167,2,false,48,
166,3,false,48,
168,2,false,48,
169,2,false,48,
170,2,false,48,
171,3,false,48,
172,2,false,48,
173,2,false,48,
174,2,false,48,
175,2,false,48,
176,3,false,48,
177,107,false,48,
178,107,false,48,
179,3,false,48,
180,3,false,48,
181,2,false,48,
182,3,false,48,
183,2,false,48,
184,2,false,48,
185,2,false,48,
186,2,false,48,
187,4,false,48,
188,3,false,48,
189,3,false,48,
190,3,false,48,
191,3,false,48,
192,2,false,48,
193,2,false,48,
194,2,false,48,
195,2,false,48,
196,2,false,48,
197,3,false,48,
198,3,false,48,
199,2,false,48,
200,2,false,48,
201,2,false,48,
202,3,false,48,
203,3,false,48,
204,3,false,48,
205,2,false,48,
206,2,false,48,
207,2,false,48,
208,2,false,48,
209,2,false,48,
210,108,false,48,
211,108,false,48,
212,2,false,48,
213,2,false,48,
214,2,false,48,
215,2,false,48,
216,2,false,48,
217,2,false,48,
218,2,false,48,
219,2,false,48,
220,2,false,48,
221,3,false,48,
222,2,false,48,
223,3,false,48,
224,3,false,48,
225,3,false,48,
226,3,false,48,
227,2,false,48,
228,2,false,48,
229,2,false,48,
230,2,false,48,
231,3,false,48,
232,3,false,48,
233,3,false,48,
234,3,false,48,
235,4,false,48,
236,3,false,48,
237,3,false,48,
238,3,false,48,
239,2,false,48,
240,2,false,48,
241,2,false,48,
242,109,false,48,
243,108,false,48,
244,2,false,48,
245,2,false,48,
246,2,false,48,
247,2,false,48,
248,2,false,48,
249,3,false,48,
250,3,false,48,
251,2,false,48,
252,2,false,48,
253,2,false,48,
254,2,false,48,
255,3,false,48,
256,2,false,48,
257,2,false,48,
258,2,false,48,
259,3,false,48,
260,2,false,48,
261,2,false,48,
262,3,false,48,
263,2,false,48,
264,2,false,48,
265,2,false,48,
266,2,false,48,
267,2,false,48,
268,2,false,48,
269,2,false,48,
270,2,false,48,
271,3,false,48,
272,2,false,48,
273,3,false,48,
274,2,false,48,
275,2,false,48,
276,2,false,48,
277,108,false,48,
278,108,false,48,
279,3,false,48,
280,2,false,48,
281,2,false,48,
282,2,false,48,
283,2,false,48,
284,2,false,48,
285,2,false,48,
286,2,false,48,
287,2,false,48,
288,2,false,48,
289,3,false,48,
290,3,false,48,
291,3,false,48,
292,2,false,48,
293,2,false,48,
294,2,false,48,
295,2,false,48,
296,2,false,48,
297,2,false,48,
298,3,false,48,
299,2,false,48,
