i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,2,true,0,
1,3,true,0,
2,2,true,0,
3,2,true,0,
4,2,true,0,
5,3,true,0,
6,3,true,0,
7,3,true,0,
9,1,true,0,
8,4,true,0,
11,2,true,0,
10,3,true,0,
13,1,true,0,
12,3,true,0,
15,2,true,0,
14,3,true,0,
17,2,true,0,
16,3,true,0,
19,1,true,0,
18,3,true,0,
20,2,true,0,
21,3,true,0,
22,3,true,0,
23,3,true,0,
24,2,true,0,
25,2,true,0,
26,3,true,0,
27,3,true,0,
28,3,true,0,
29,3,true,0,
30,3,true,0,
31,3,true,0,
32,3,true,0,
33,3,true,0,
35,1,true,0,
34,3,true,0,
36,2,true,0,
37,2,true,0,
39,1,true,0,
38,3,true,0,
41,1,true,0,
40,3,true,0,
43,2,true,0,
42,3,true,0,
44,2,true,0,
45,2,true,0,
46,2,true,0,
47,2,true,0,
49,2,true,0,
48,3,true,0,
50,3,true,0,
51,3,true,0,
52,3,true,0,
53,2,true,0,
54,2,true,0,
55,2,true,0,
56,2,true,0,
57,3,true,0,
58,2,true,0,
59,2,true,0,
61,2,true,0,
60,3,true,0,
62,3,true,0,
63,3,true,0,
64,2,true,0,
65,2,true,0,
67,2,true,0,
66,3,true,0,
68,2,true,0,
69,2,true,0,
70,2,true,0,
71,3,true,0,
72,2,true,0,
73,3,true,0,
75,2,true,0,
74,5,true,0,
76,2,true,0,
77,2,true,0,
78,2,true,0,
79,2,true,0,
81,1,true,0,
80,3,true,0,
82,2,true,0,
83,2,true,0,
84,3,true,0,
85,3,true,0,
86,2,true,0,
87,2,true,0,
88,2,true,0,
89,2,true,0,
90,2,true,0,
91,2,true,0,
93,1,true,0,
92,3,true,0,
95,1,true,0,
94,3,true,0,
97,2,true,0,
96,3,true,0,
98,3,true,0,
99,2,true,0,
100,2,true,0,
101,3,true,0,
102,2,true,0,
103,2,true,0,
104,2,true,0,
105,2,true,0,
107,1,true,0,
106,3,true,0,
108,2,true,0,
109,2,true,0,
110,93,true,63,
111,92,true,63,
112,2,true,63,
113,2,true,63,
115,2,true,63,
114,3,true,63,
116,2,true,63,
117,2,true,63,
118,3,true,63,
119,2,true,63,
121,1,true,63,
120,3,true,63,
122,2,true,63,
123,2,true,63,
125,2,true,63,
124,3,true,63,
126,3,true,63,
127,3,true,63,
128,3,true,63,
129,2,true,63,
130,2,true,63,
131,2,true,63,
132,2,true,63,
133,2,true,63,
134,2,true,63,
135,2,true,63,
136,2,true,63,
137,2,true,63,
138,3,true,63,
139,2,true,63,
140,2,true,63,
141,2,true,63,
142,2,true,63,
143,2,true,63,
144,2,true,63,
145,2,true,63,
146,2,true,63,
147,2,true,63,
148,2,true,63,
149,2,true,63,
151,2,true,63,
150,3,true,63,
152,2,true,63,
153,2,true,63,
154,2,true,63,
155,2,true,63,
156,2,true,63,
157,2,true,63,
158,96,true,64,
159,96,true,64,
160,2,true,64,
161,3,true,64,
163,2,true,64,
162,4,true,64,
164,3,true,64,
165,3,true,64,
166,2,true,64,
167,2,true,64,
168,2,true,64,
169,2,true,64,
170,2,true,64,
171,2,true,64,
173,2,true,64,
172,2,true,64,
174,2,true,64,
175,2,true,64,
176,2,true,64,
177,2,true,64,
179,2,true,64,
178,2,true,64,
180,2,true,64,
181,2,true,64,
183,2,true,64,
182,3,true,64,
184,2,true,64,
185,2,true,64,
187,2,true,64,
186,4,true,64,
188,3,true,64,
189,3,true,64,
190,2,true,64,
191,2,true,64,
193,2,true,64,
192,3,true,64,
194,2,true,64,
195,2,true,64,
196,2,true,64,
197,2,true,64,
199,2,true,64,
198,3,true,64,
200,2,true,64,
201,2,true,64,
202,92,true,65,
203,93,true,65,
205,2,true,65,
204,3,true,65,
206,2,true,65,
207,2,true,65,
208,2,true,65,
209,2,true,65,
210,2,true,65,
211,3,true,65,
212,2,true,65,
213,3,true,65,
214,3,true,65,
215,3,true,65,
217,2,true,65,
216,4,true,65,
218,2,true,65,
219,2,true,65,
220,2,true,65,
221,2,true,65,
223,2,true,65,
222,3,true,65,
224,2,true,65,
225,2,true,65,
226,3,true,65,
227,2,true,65,
228,2,true,65,
229,2,true,65,
230,2,true,65,
231,2,true,65,
232,3,true,65,
233,2,true,65,
235,1,true,65,
234,3,true,65,
237,1,true,65,
236,3,true,65,
238,3,true,65,
239,3,true,65,
240,3,true,65,
241,2,true,65,
242,2,true,65,
243,2,true,65,
244,2,true,65,
245,2,true,65,
246,2,true,65,
247,2,true,65,
249,1,true,65,
248,3,true,65,
250,94,true,65,
251,94,true,65,
252,2,true,65,
253,3,true,65,
254,3,true,65,
255,3,true,65,
257,1,true,65,
256,3,true,65,
259,2,true,65,
258,3,true,65,
261,1,true,65,
260,3,true,65,
262,2,true,65,
263,2,true,65,
265,3,true,65,
264,4,true,65,
267,1,true,65,
266,3,true,65,
269,1,true,65,
268,3,true,65,
271,2,true,65,
270,3,true,65,
273,1,true,65,
272,3,true,65,
274,3,true,65,
275,2,true,65,
276,2,true,65,
277,2,true,65,
278,3,true,65,
279,2,true,65,
281,1,true,65,
280,3,true,65,
283,1,true,65,
282,3,true,65,
285,2,true,65,
284,3,true,65,
287,1,true,65,
286,3,true,65,
288,2,true,65,
289,3,true,65,
290,2,true,65,
291,2,true,65,
292,2,true,65,
293,3,true,65,
294,2,true,65,
295,93,true,66,
296,93,true,66,
297,3,true,66,
299,2,true,66,
298,3,true,66,
