i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,3,true,0,
1,2,true,0,
2,2,true,0,
3,2,true,0,
4,2,true,0,
5,3,true,0,
6,3,true,0,
7,3,true,0,
8,2,true,0,
9,2,true,0,
10,2,true,0,
11,2,true,0,
12,2,true,0,
13,2,true,0,
14,2,true,0,
15,2,true,0,
16,3,true,0,
17,2,true,0,
18,2,true,0,
19,2,true,0,
20,2,true,0,
21,3,true,0,
22,2,true,0,
23,1,true,0,
24,1,true,0,
25,2,true,0,
26,2,true,0,
27,2,true,0,
28,2,true,0,
29,2,true,0,
30,1,true,0,
31,1,true,0,
32,2,true,0,
33,2,true,0,
34,2,true,0,
35,2,true,0,
36,2,true,0,
37,2,true,0,
38,2,true,0,
39,2,true,0,
40,2,true,0,
41,2,true,0,
42,2,true,0,
43,2,true,0,
44,2,true,0,
45,2,true,0,
46,2,true,0,
47,2,true,0,
48,2,true,0,
49,2,true,0,
50,2,true,0,
51,1,true,0,
52,1,true,0,
53,1,true,0,
54,1,true,0,
55,1,true,0,
56,1,true,0,
57,2,true,0,
58,2,true,0,
59,2,true,0,
60,2,true,0,
61,2,true,0,
62,2,true,0,
63,2,true,0,
64,2,true,0,
65,2,true,0,
66,271,true,55,
67,2,true,55,
68,2,true,55,
69,2,true,55,
70,2,true,55,
71,2,true,55,
72,2,true,55,
73,2,true,55,
74,2,true,55,
75,2,true,55,
76,2,true,55,
77,2,true,55,
78,2,true,55,
79,3,true,55,
80,2,true,55,
81,2,true,55,
82,2,true,55,
83,2,true,55,
84,2,true,55,
85,2,true,55,
86,2,true,55,
87,2,true,55,
88,2,true,55,
89,2,true,55,
90,2,true,55,
91,2,true,55,
92,2,true,55,
93,2,true,55,
94,2,true,55,
95,94,true,56,
96,1,true,56,
97,1,true,56,
98,1,true,56,
99,1,true,56,
100,2,true,56,
101,2,true,56,
102,2,true,56,
103,2,true,56,
104,1,true,56,
105,1,true,56,
106,1,true,56,
107,1,true,56,
108,1,true,56,
109,2,true,56,
110,2,true,56,
111,2,true,56,
112,2,true,56,
113,1,true,56,
114,1,true,56,
115,1,true,56,
116,2,true,56,
117,2,true,56,
118,2,true,56,
119,2,true,56,
120,2,true,56,
121,2,true,56,
122,1,true,56,
123,1,true,56,
124,91,true,57,
125,1,true,57,
126,1,true,57,
127,2,true,57,
128,2,true,57,
129,2,true,57,
130,2,true,57,
131,2,true,57,
132,2,true,57,
133,1,true,57,
134,1,true,57,
135,1,true,57,
136,1,true,57,
137,2,true,57,
138,2,true,57,
139,2,true,57,
140,2,true,57,
141,2,true,57,
142,1,true,57,
143,2,true,57,
144,2,true,57,
145,2,true,57,
146,2,true,57,
147,2,true,57,
148,1,true,57,
149,2,true,57,
150,2,true,57,
151,2,true,57,
152,2,true,57,
153,2,true,57,
154,95,true,58,
155,2,true,58,
156,2,true,58,
157,2,true,58,
158,2,true,58,
159,1,true,58,
160,1,true,58,
161,1,true,58,
162,1,true,58,
163,2,true,58,
164,2,true,58,
165,2,true,58,
166,2,true,58,
167,2,true,58,
168,2,true,58,
169,2,true,58,
170,1,true,58,
171,1,true,58,
172,1,true,58,
173,1,true,58,
174,1,true,58,
175,1,true,58,
176,2,true,58,
177,2,true,58,
178,2,true,58,
179,2,true,58,
180,2,true,58,
181,1,true,58,
182,1,true,58,
183,113,true,59,
184,3,true,59,
185,2,true,59,
186,2,true,59,
187,2,true,59,
188,2,true,59,
189,2,true,59,
190,2,true,59,
191,2,true,59,
192,2,true,59,
193,2,true,59,
194,1,true,59,
195,1,true,59,
196,1,true,59,
197,2,true,59,
198,2,true,59,
199,2,true,59,
200,2,true,59,
201,2,true,59,
202,91,true,59,
203,2,true,59,
204,2,true,59,
205,1,true,59,
206,1,true,59,
207,1,true,59,
208,2,true,59,
209,2,true,59,
210,1,true,59,
211,2,true,59,
212,2,true,59,
213,2,true,59,
214,2,true,59,
215,1,true,59,
216,1,true,59,
217,1,true,59,
218,1,true,59,
219,1,true,59,
220,2,true,59,
221,2,true,59,
222,2,true,59,
223,2,true,59,
224,2,true,59,
225,1,true,59,
226,1,true,59,
227,2,true,59,
228,1,true,59,
229,1,true,59,
230,1,true,59,
231,1,true,59,
232,1,true,59,
233,95,true,60,
234,1,true,60,
235,2,true,60,
236,2,true,60,
237,2,true,60,
238,2,true,60,
239,2,true,60,
240,2,true,60,
241,2,true,60,
242,2,true,60,
243,2,true,60,
244,2,true,60,
245,1,true,60,
246,1,true,60,
247,1,true,60,
248,2,true,60,
249,2,true,60,
250,2,true,60,
251,2,true,60,
252,1,true,60,
253,2,true,60,
254,1,true,60,
255,1,true,60,
256,1,true,60,
257,94,true,61,
258,2,true,61,
259,2,true,61,
260,2,true,61,
261,2,true,61,
262,2,true,61,
263,2,true,61,
264,2,true,61,
265,1,true,61,
266,1,true,61,
267,2,true,61,
268,1,true,61,
269,2,true,61,
270,2,true,61,
271,2,true,61,
272,2,true,61,
273,2,true,61,
274,2,true,61,
275,1,true,61,
276,2,true,61,
277,2,true,61,
278,2,true,61,
279,2,true,61,
280,2,true,61,
281,2,true,61,
282,2,true,61,
283,1,true,61,
284,1,true,61,
285,100,true,63,
286,1,true,63,
287,1,true,63,
288,1,true,63,
289,2,true,63,
290,2,true,63,
291,2,true,63,
292,2,true,63,
293,2,true,63,
294,2,true,63,
295,2,true,63,
296,1,true,63,
297,1,true,63,
298,1,true,63,
299,1,true,63,
