i,latency_ms,valid,bridge_ram_mb,system_ram_mb
0,4,true,0,
1,5,true,0,
2,6,true,0,
3,8,true,0,
4,8,true,0,
5,9,true,0,
6,11,true,0,
7,12,true,0,
8,13,true,0,
9,14,true,0,
10,11,true,0,
11,12,true,0,
12,13,true,0,
13,13,true,0,
14,13,true,0,
15,13,true,0,
16,12,true,0,
17,12,true,0,
18,11,true,0,
19,12,true,0,
20,12,true,0,
21,10,true,0,
22,11,true,0,
23,11,true,0,
24,10,true,0,
25,11,true,0,
26,9,true,0,
27,10,true,0,
28,10,true,0,
29,10,true,0,
30,10,true,0,
31,11,true,0,
32,10,true,0,
33,10,true,0,
34,9,true,0,
35,9,true,0,
36,11,true,0,
37,12,true,0,
38,12,true,0,
39,12,true,0,
40,13,true,0,
41,13,true,0,
42,12,true,0,
43,12,true,0,
44,11,true,0,
45,12,true,0,
46,10,true,0,
47,10,true,0,
48,10,true,0,
49,10,true,0,
50,9,true,0,
51,8,true,0,
52,9,true,0,
53,10,true,0,
55,10,true,0,
54,11,true,0,
56,10,true,0,
57,11,true,0,
58,11,true,0,
59,10,true,0,
60,10,true,0,
61,10,true,0,
62,10,true,0,
63,10,true,0,
64,9,true,0,
65,10,true,0,
66,9,true,0,
67,10,true,0,
68,10,true,0,
69,10,true,0,
70,10,true,0,
71,10,true,0,
72,10,true,0,
73,9,true,0,
74,10,true,0,
75,9,true,0,
76,9,true,0,
77,9,true,0,
78,9,true,0,
79,10,true,0,
80,9,true,0,
81,9,true,0,
82,9,true,0,
83,10,true,0,
84,10,true,0,
85,9,true,0,
86,10,true,0,
87,9,true,0,
88,9,true,0,
89,9,true,0,
90,9,true,0,
91,9,true,0,
92,9,true,0,
93,8,true,0,
94,8,true,0,
95,8,true,0,
96,9,true,0,
97,9,true,0,
98,10,true,0,
99,10,true,0,
100,11,true,0,
101,11,true,0,
102,11,true,0,
103,12,true,0,
104,12,true,0,
105,13,true,0,
106,15,true,0,
107,14,true,0,
108,16,true,0,
109,15,true,0,
110,15,true,0,
111,15,true,0,
112,15,true,0,
113,15,true,0,
114,13,true,0,
115,13,true,0,
116,12,true,0,
117,12,true,0,
118,12,true,0,
119,11,true,0,
120,12,true,0,
121,12,true,0,
122,13,true,0,
123,12,true,0,
124,13,true,0,
125,14,true,0,
126,11,true,0,
127,11,true,0,
128,11,true,0,
129,11,true,0,
130,9,true,0,
131,9,true,0,
132,9,true,0,
133,9,true,0,
134,10,true,0,
135,9,true,0,
136,107,true,71,
137,106,true,71,
138,106,true,71,
139,106,true,71,
140,106,true,71,
141,106,true,71,
142,107,true,71,
143,105,true,71,
144,106,true,71,
145,106,true,71,
146,9,true,71,
147,9,true,71,
148,10,true,71,
154,6,true,71,
149,11,true,71,
150,11,true,71,
151,11,true,71,
152,11,true,71,
153,12,true,71,
155,10,true,71,
156,10,true,71,
157,10,true,71,
158,10,true,71,
159,8,true,71,
160,9,true,71,
161,9,true,71,
162,8,true,71,
163,8,true,71,
164,8,true,71,
165,10,true,71,
166,10,true,71,
167,10,true,71,
168,10,true,71,
169,10,true,71,
170,10,true,71,
171,10,true,71,
172,11,true,71,
173,10,true,71,
174,11,true,71,
175,9,true,71,
176,9,true,71,
177,9,true,71,
178,9,true,71,
179,10,true,71,
180,10,true,71,
181,10,true,71,
182,11,true,71,
183,12,true,71,
184,12,true,71,
185,13,true,71,
186,11,true,71,
187,11,true,71,
188,105,true,71,
189,105,true,71,
190,105,true,71,
191,105,true,71,
192,105,true,71,
193,105,true,71,
194,104,true,71,
195,104,true,71,
196,104,true,71,
197,105,true,71,
198,10,true,71,
199,9,true,71,
200,11,true,71,
201,11,true,71,
202,9,true,71,
203,9,true,71,
204,8,true,71,
205,9,true,71,
206,10,true,71,
207,10,true,71,
208,11,true,71,
209,11,true,71,
210,12,true,71,
211,11,true,71,
212,12,true,71,
213,12,true,71,
214,11,true,71,
215,12,true,71,
216,10,true,71,
217,10,true,71,
218,10,true,71,
219,10,true,71,
220,9,true,71,
221,9,true,71,
222,9,true,71,
223,10,true,71,
224,10,true,71,
225,10,true,71,
226,9,true,71,
227,9,true,71,
228,9,true,71,
229,10,true,71,
230,9,true,71,
231,9,true,71,
232,11,true,71,
233,9,true,71,
234,9,true,71,
235,10,true,71,
236,10,true,71,
237,11,true,71,
238,10,true,71,
239,10,true,71,
240,12,true,71,
241,12,true,71,
242,105,true,71,
243,106,true,71,
244,105,true,71,
245,105,true,71,
246,104,true,71,
247,104,true,71,
248,105,true,71,
249,103,true,71,
250,103,true,71,
251,102,true,71,
252,10,true,71,
253,10,true,71,
254,11,true,71,
255,11,true,71,
256,11,true,71,
257,10,true,71,
258,10,true,71,
259,11,true,71,
260,11,true,71,
261,11,true,71,
262,10,true,71,
263,10,true,71,
264,11,true,71,
265,10,true,71,
266,10,true,71,
267,9,true,71,
268,9,true,71,
269,10,true,71,
270,10,true,71,
271,10,true,71,
272,8,true,71,
273,9,true,71,
274,10,true,71,
275,10,true,71,
276,10,true,71,
277,11,true,71,
278,11,true,71,
279,10,true,71,
280,10,true,71,
281,10,true,71,
282,10,true,71,
283,11,true,71,
284,9,true,71,
285,9,true,71,
286,9,true,71,
287,9,true,71,
288,9,true,71,
289,11,true,71,
290,12,true,71,
291,11,true,71,
292,10,true,71,
293,9,true,71,
294,9,true,71,
295,8,true,71,
296,8,true,71,
297,8,true,71,
298,8,true,71,
299,5,true,71,
